,file_name,transcription
7814,processed_1503_next_song1,next song
7815,processed_1503_next_song2,next song
7816,processed_1503_pause_music1,pause music
7817,processed_1503_pause_music2,pause music
7818,processed_1503_play_spotify1,play spotify
7819,processed_1503_play_spotify2,play spotify
7820,processed_1503_reduce_volume1,reduce volume
7821,processed_1503_reduce_volume2,reduce volume
7822,processed_1503_skip_song1,skip song
7823,processed_1503_skip_song2,skip song
7824,processed_1503_stop_music1,stop music
7825,processed_1503_stop_music2,stop music
7826,processed_1504_increase_volume1,increase volume
7827,processed_1504_increase_volume2,increase volume
7828,processed_1504_next_song1,next song
7829,processed_1504_next_song2,next song
7830,processed_1504_pause_music1,pause music
7831,processed_1504_pause_music2,pause music
7832,processed_1504_play_spotify1,play spotify
7833,processed_1504_play_spotify2,play spotify
7834,processed_1504_reduce_volume1,reduce volume
7835,processed_1504_reduce_volume2,reduce volume
7836,processed_1504_skip_song1,skip song
7837,processed_1504_skip_song2,skip song
7838,processed_1504_stop_music1,stop music
7839,processed_1504_stop_music2,stop music
7840,processed_1505_increase_volume1,increase volume
7841,processed_1505_increase_volume2,increase volume
7842,processed_1505_next_song1,next song
7843,processed_1505_next_song2,next song
7844,processed_1505_pause_music1,pause music
7845,processed_1505_pause_music2,pause music
7846,processed_1505_play_spotify1,play spotify
7847,processed_1505_play_spotify2,play spotify
7848,processed_1505_reduce_volume1,reduce volume
7849,processed_1505_reduce_volume2,reduce volume
7850,processed_1505_skip_song1,skip song
7851,processed_1505_skip_song2,skip song
7852,processed_1505_stop_music1,stop music
7853,processed_1505_stop_music2,stop music
7854,processed_1506_increase_volume1,increase volume
7855,processed_1506_increase_volume2,increase volume
7856,processed_1506_next_song1,next song
7857,processed_1506_next_song2,next song
7858,processed_1506_pause_music1,pause music
7859,processed_1506_pause_music2,pause music
7860,processed_1506_play_spotify1,play spotify
7861,processed_1506_play_spotify2,play spotify
7862,processed_1506_reduce_volume1,reduce volume
7863,processed_1506_reduce_volume2,reduce volume
7864,processed_1506_skip_song1,skip song
7865,processed_1506_skip_song2,skip song
7866,processed_1506_stop_music1,stop music
7867,processed_1506_stop_music2,stop music
7868,processed_1507_increase_volume1,increase volume
7869,processed_1507_increase_volume2,increase volume
7870,processed_1507_next_song1,next song
7871,processed_1507_next_song2,next song
7872,processed_1507_pause_music1,pause music
7873,processed_1507_pause_music2,pause music
7874,processed_1507_play_spotify1,play spotify
7875,processed_1507_play_spotify2,play spotify
7876,processed_1507_reduce_volume1,reduce volume
7877,processed_1507_reduce_volume2,reduce volume
7878,processed_1507_skip_song1,skip song
7879,processed_1507_skip_song2,skip song
7880,processed_1507_stop_music1,stop music
7881,processed_1507_stop_music2,stop music
7882,processed_1508_increase_volume1,increase volume
7883,processed_1508_increase_volume2,increase volume
7884,processed_1508_next_song1,next song
7885,processed_1508_next_song2,next song
7886,processed_1508_pause_music1,pause music
7887,processed_1508_pause_music2,pause music
7888,processed_1508_play_spotify1,play spotify
7889,processed_1508_play_spotify2,play spotify
7890,processed_1508_reduce_volume1,reduce volume
7891,processed_1508_reduce_volume2,reduce volume
7892,processed_1508_skip_song1,skip song
7893,processed_1508_skip_song2,skip song
7894,processed_1508_stop_music1,stop music
7895,processed_1508_stop_music2,stop music
7896,processed_1509_increase_volume1,increase volume
7897,processed_1509_increase_volume2,increase volume
7898,processed_1509_next_song1,next song
7899,processed_1509_next_song2,next song
7900,processed_1509_pause_music1,pause music
7901,processed_1509_pause_music2,pause music
7902,processed_1509_play_spotify1,play spotify
7903,processed_1509_play_spotify2,play spotify
7904,processed_1509_reduce_volume1,reduce volume
7905,processed_1509_reduce_volume2,reduce volume
7906,processed_1509_skip_song1,skip song
7907,processed_1509_skip_song2,skip song
7908,processed_1509_stop_music1,stop music
7909,processed_1509_stop_music2,stop music
7910,processed_150_increase_volume1,increase volume
7911,processed_150_increase_volume2,increase volume
7912,processed_150_next_song1,next song
7913,processed_150_next_song2,next song
7914,processed_150_pause_music1,pause music
7915,processed_150_pause_music2,pause music
7916,processed_150_play_spotify1,play spotify
7917,processed_150_play_spotify2,play spotify
7918,processed_150_reduce_volume1,reduce volume
7919,processed_150_reduce_volume2,reduce volume
7920,processed_150_skip_song1,skip song
7921,processed_150_skip_song2,skip song
7922,processed_150_stop_music1,stop music
7923,processed_150_stop_music2,stop music
7924,processed_1510_increase_volume1,increase volume
7925,processed_1510_increase_volume2,increase volume
7926,processed_1510_next_song1,next song
7927,processed_1510_next_song2,next song
7928,processed_1510_pause_music1,pause music
7929,processed_1510_pause_music2,pause music
7930,processed_1510_play_spotify1,play spotify
7931,processed_1510_play_spotify2,play spotify
7932,processed_1510_reduce_volume1,reduce volume
7933,processed_1510_reduce_volume2,reduce volume
7934,processed_1510_skip_song1,skip song
7935,processed_1510_skip_song2,skip song
7936,processed_1510_stop_music1,stop music
7937,processed_1510_stop_music2,stop music
7938,processed_1511_increase_volume1,increase volume
7939,processed_1511_increase_volume2,increase volume
7940,processed_1511_next_song1,next song
7941,processed_1511_next_song2,next song
7942,processed_1511_pause_music1,pause music
7943,processed_1511_pause_music2,pause music
7944,processed_1511_play_spotify1,play spotify
7945,processed_1511_play_spotify2,play spotify
7946,processed_1511_reduce_volume1,reduce volume
7947,processed_1511_reduce_volume2,reduce volume
7948,processed_1511_skip_song1,skip song
7949,processed_1511_skip_song2,skip song
7950,processed_1511_stop_music1,stop music
7951,processed_1511_stop_music2,stop music
7952,processed_1512_increase_volume1,increase volume
7953,processed_1512_increase_volume2,increase volume
7954,processed_1512_next_song1,next song
7955,processed_1512_next_song2,next song
7956,processed_1512_pause_music1,pause music
7957,processed_1512_pause_music2,pause music
7958,processed_1512_play_spotify1,play spotify
7959,processed_1512_play_spotify2,play spotify
7960,processed_1512_reduce_volume1,reduce volume
7961,processed_1512_reduce_volume2,reduce volume
7962,processed_1512_skip_song1,skip song
7963,processed_1512_skip_song2,skip song
7964,processed_1512_stop_music1,stop music
7965,processed_1512_stop_music2,stop music
7966,processed_1513_increase_volume1,increase volume
7967,processed_1513_increase_volume2,increase volume
7968,processed_1513_next_song1,next song
7969,processed_1513_next_song2,next song
7970,processed_1513_pause_music1,pause music
7971,processed_1513_pause_music2,pause music
7972,processed_1513_play_spotify1,play spotify
7973,processed_1513_play_spotify2,play spotify
7974,processed_1513_reduce_volume1,reduce volume
7975,processed_1513_reduce_volume2,reduce volume
7976,processed_1513_skip_song1,skip song
7977,processed_1513_skip_song2,skip song
7978,processed_1513_stop_music1,stop music
7979,processed_1513_stop_music2,stop music
7980,processed_1514_increase_volume1,increase volume
7981,processed_1514_increase_volume2,increase volume
7982,processed_1514_next_song1,next song
7983,processed_1514_next_song2,next song
7984,processed_1514_pause_music1,pause music
7985,processed_1514_pause_music2,pause music
7986,processed_1514_play_spotify1,play spotify
7987,processed_1514_play_spotify2,play spotify
7988,processed_1514_reduce_volume1,reduce volume
7989,processed_1514_reduce_volume2,reduce volume
7990,processed_1514_skip_song1,skip song
7991,processed_1514_skip_song2,skip song
7992,processed_1514_stop_music1,stop music
7993,processed_1514_stop_music2,stop music
7994,processed_1515_increase_volume1,increase volume
7995,processed_1515_increase_volume2,increase volume
7996,processed_1515_next_song1,next song
7997,processed_1515_next_song2,next song
7998,processed_1515_pause_music1,pause music
7999,processed_1515_pause_music2,pause music
8000,processed_1515_play_spotify1,play spotify
8001,processed_1515_play_spotify2,play spotify
8002,processed_1515_reduce_volume1,reduce volume
8003,processed_1515_reduce_volume2,reduce volume
8004,processed_1515_skip_song1,skip song
8005,processed_1515_skip_song2,skip song
8006,processed_1515_stop_music1,stop music
8007,processed_1515_stop_music2,stop music
8008,processed_1516_increase_volume1,increase volume
8009,processed_1516_increase_volume2,increase volume
8010,processed_1516_next_song1,next song
8011,processed_1516_next_song2,next song
8012,processed_1516_pause_music1,pause music
8013,processed_1516_pause_music2,pause music
8014,processed_1516_play_spotify1,play spotify
8015,processed_1516_play_spotify2,play spotify
8016,processed_1516_reduce_volume1,reduce volume
8017,processed_1516_reduce_volume2,reduce volume
8018,processed_1516_skip_song1,skip song
8019,processed_1516_skip_song2,skip song
8020,processed_1516_stop_music1,stop music
8021,processed_1516_stop_music2,stop music
8022,processed_1517_increase_volume1,increase volume
8023,processed_1517_increase_volume2,increase volume
8024,processed_1517_next_song1,next song
8025,processed_1517_next_song2,next song
8026,processed_1517_pause_music1,pause music
8027,processed_1517_pause_music2,pause music
8028,processed_1517_play_spotify1,play spotify
8029,processed_1517_play_spotify2,play spotify
8030,processed_1517_reduce_volume1,reduce volume
8031,processed_1517_reduce_volume2,reduce volume
8032,processed_1517_skip_song1,skip song
8033,processed_1517_skip_song2,skip song
8034,processed_1517_stop_music1,stop music
8035,processed_1517_stop_music2,stop music
8036,processed_1518_increase_volume1,increase volume
8037,processed_1518_increase_volume2,increase volume
8038,processed_1518_next_song1,next song
8039,processed_1518_next_song2,next song
8040,processed_1518_pause_music1,pause music
8041,processed_1518_pause_music2,pause music
8042,processed_1518_play_spotify1,play spotify
8043,processed_1518_play_spotify2,play spotify
8044,processed_1518_reduce_volume1,reduce volume
8045,processed_1518_reduce_volume2,reduce volume
8046,processed_1518_skip_song1,skip song
8047,processed_1518_skip_song2,skip song
8048,processed_1518_stop_music1,stop music
8049,processed_1518_stop_music2,stop music
8050,processed_1519_increase_volume1,increase volume
8051,processed_1519_increase_volume2,increase volume
8052,processed_1519_next_song1,next song
8053,processed_1519_next_song2,next song
8054,processed_1519_pause_music1,pause music
8055,processed_1519_pause_music2,pause music
8056,processed_1519_play_spotify1,play spotify
8057,processed_1519_play_spotify2,play spotify
8058,processed_1519_reduce_volume1,reduce volume
8059,processed_1519_reduce_volume2,reduce volume
8060,processed_1519_skip_song1,skip song
8061,processed_1519_skip_song2,skip song
8062,processed_1519_stop_music1,stop music
8063,processed_1519_stop_music2,stop music
8064,processed_151_increase_volume1,increase volume
8065,processed_151_increase_volume2,increase volume
8066,processed_151_next_song1,next song
8067,processed_151_next_song2,next song
8068,processed_151_pause_music1,pause music
8069,processed_151_pause_music2,pause music
8070,processed_151_play_spotify1,play spotify
8071,processed_151_play_spotify2,play spotify
8072,processed_151_reduce_volume1,reduce volume
8073,processed_151_reduce_volume2,reduce volume
8074,processed_151_skip_song1,skip song
8075,processed_151_skip_song2,skip song
8076,processed_151_stop_music1,stop music
8077,processed_151_stop_music2,stop music
8078,processed_1520_increase_volume1,increase volume
8079,processed_1520_increase_volume2,increase volume
8080,processed_1520_next_song1,next song
8081,processed_1520_next_song2,next song
8082,processed_1520_pause_music1,pause music
8083,processed_1520_pause_music2,pause music
8084,processed_1520_play_spotify1,play spotify
8085,processed_1520_play_spotify2,play spotify
8086,processed_1520_reduce_volume1,reduce volume
8087,processed_1520_reduce_volume2,reduce volume
8088,processed_1520_skip_song1,skip song
8089,processed_1520_skip_song2,skip song
8090,processed_1520_stop_music1,stop music
8091,processed_1520_stop_music2,stop music
8092,processed_1521_increase_volume1,increase volume
8093,processed_1521_increase_volume2,increase volume
8094,processed_1521_next_song1,next song
8095,processed_1521_next_song2,next song
8096,processed_1521_pause_music1,pause music
8097,processed_1521_pause_music2,pause music
8098,processed_1521_play_spotify1,play spotify
8099,processed_1521_play_spotify2,play spotify
8100,processed_1521_reduce_volume1,reduce volume
8101,processed_1521_reduce_volume2,reduce volume
8102,processed_1521_skip_song1,skip song
8103,processed_1521_skip_song2,skip song
8104,processed_1521_stop_music1,stop music
8105,processed_1521_stop_music2,stop music
8106,processed_1522_increase_volume1,increase volume
8107,processed_1522_increase_volume2,increase volume
8108,processed_1522_next_song1,next song
8109,processed_1522_next_song2,next song
8110,processed_1522_pause_music1,pause music
8111,processed_1522_pause_music2,pause music
8112,processed_1522_play_spotify1,play spotify
8113,processed_1522_play_spotify2,play spotify
8114,processed_1522_reduce_volume1,reduce volume
8115,processed_1522_reduce_volume2,reduce volume
8116,processed_1522_skip_song1,skip song
8117,processed_1522_skip_song2,skip song
8118,processed_1522_stop_music1,stop music
8119,processed_1522_stop_music2,stop music
8120,processed_1523_increase_volume1,increase volume
8121,processed_1523_increase_volume2,increase volume
8122,processed_1523_next_song1,next song
8123,processed_1523_next_song2,next song
8124,processed_1523_pause_music1,pause music
8125,processed_1523_pause_music2,pause music
8126,processed_1523_play_spotify1,play spotify
8127,processed_1523_play_spotify2,play spotify
8128,processed_1523_reduce_volume1,reduce volume
8129,processed_1523_reduce_volume2,reduce volume
8130,processed_1523_skip_song1,skip song
8131,processed_1523_skip_song2,skip song
8132,processed_1523_stop_music1,stop music
8133,processed_1523_stop_music2,stop music
8134,processed_1524_increase_volume1,increase volume
8135,processed_1524_increase_volume2,increase volume
8136,processed_1524_next_song1,next song
8137,processed_1524_next_song2,next song
8138,processed_1524_pause_music1,pause music
8139,processed_1524_pause_music2,pause music
8140,processed_1524_play_spotify1,play spotify
8141,processed_1524_play_spotify2,play spotify
8142,processed_1524_reduce_volume1,reduce volume
8143,processed_1524_reduce_volume2,reduce volume
8144,processed_1524_skip_song1,skip song
8145,processed_1524_skip_song2,skip song
8146,processed_1524_stop_music1,stop music
8147,processed_1524_stop_music2,stop music
8148,processed_1525_increase_volume1,increase volume
8149,processed_1525_increase_volume2,increase volume
8150,processed_1525_next_song1,next song
8151,processed_1525_next_song2,next song
8152,processed_1525_pause_music1,pause music
8153,processed_1525_pause_music2,pause music
8154,processed_1525_play_spotify1,play spotify
8155,processed_1525_play_spotify2,play spotify
8156,processed_1525_reduce_volume1,reduce volume
8157,processed_1525_reduce_volume2,reduce volume
8158,processed_1525_skip_song1,skip song
8159,processed_1525_skip_song2,skip song
8160,processed_1525_stop_music1,stop music
8161,processed_1525_stop_music2,stop music
8162,processed_1526_increase_volume1,increase volume
8163,processed_1526_increase_volume2,increase volume
8164,processed_1526_next_song1,next song
8165,processed_1526_next_song2,next song
8166,processed_1526_pause_music1,pause music
8167,processed_1526_pause_music2,pause music
8168,processed_1526_play_spotify1,play spotify
8169,processed_1526_play_spotify2,play spotify
8170,processed_1526_reduce_volume1,reduce volume
8171,processed_1526_reduce_volume2,reduce volume
8172,processed_1526_skip_song1,skip song
8173,processed_1526_skip_song2,skip song
8174,processed_1526_stop_music1,stop music
8175,processed_1526_stop_music2,stop music
8176,processed_1527_increase_volume1,increase volume
8177,processed_1527_increase_volume2,increase volume
8178,processed_1527_next_song1,next song
8179,processed_1527_next_song2,next song
8180,processed_1527_pause_music1,pause music
8181,processed_1527_pause_music2,pause music
8182,processed_1527_play_spotify1,play spotify
8183,processed_1527_play_spotify2,play spotify
8184,processed_1527_reduce_volume1,reduce volume
8185,processed_1527_reduce_volume2,reduce volume
8186,processed_1527_skip_song1,skip song
8187,processed_1527_skip_song2,skip song
8188,processed_1527_stop_music1,stop music
8189,processed_1527_stop_music2,stop music
8190,processed_1528_increase_volume1,increase volume
8191,processed_1528_increase_volume2,increase volume
8192,processed_1528_next_song1,next song
8193,processed_1528_next_song2,next song
8194,processed_1528_pause_music1,pause music
8195,processed_1528_pause_music2,pause music
8196,processed_1528_play_spotify1,play spotify
8197,processed_1528_play_spotify2,play spotify
8198,processed_1528_reduce_volume1,reduce volume
8199,processed_1528_reduce_volume2,reduce volume
8200,processed_1528_skip_song1,skip song
8201,processed_1528_skip_song2,skip song
8202,processed_1528_stop_music1,stop music
8203,processed_1528_stop_music2,stop music
8204,processed_1529_increase_volume1,increase volume
8205,processed_1529_increase_volume2,increase volume
8206,processed_1529_next_song1,next song
8207,processed_1529_next_song2,next song
8208,processed_1529_pause_music1,pause music
8209,processed_1529_pause_music2,pause music
8210,processed_1529_play_spotify1,play spotify
8211,processed_1529_play_spotify2,play spotify
8212,processed_1529_reduce_volume1,reduce volume
8213,processed_1529_reduce_volume2,reduce volume
8214,processed_1529_skip_song1,skip song
8215,processed_1529_skip_song2,skip song
8216,processed_1529_stop_music1,stop music
8217,processed_1529_stop_music2,stop music
8218,processed_152_increase_volume1,increase volume
8219,processed_152_increase_volume2,increase volume
8220,processed_152_next_song1,next song
8221,processed_152_next_song2,next song
8222,processed_152_pause_music1,pause music
8223,processed_152_pause_music2,pause music
8224,processed_152_play_spotify1,play spotify
8225,processed_152_play_spotify2,play spotify
8226,processed_152_reduce_volume1,reduce volume
8227,processed_152_reduce_volume2,reduce volume
8228,processed_152_skip_song1,skip song
8229,processed_152_skip_song2,skip song
8230,processed_152_stop_music1,stop music
8231,processed_152_stop_music2,stop music
8232,processed_1530_increase_volume1,increase volume
8233,processed_1530_increase_volume2,increase volume
8234,processed_1530_next_song1,next song
8235,processed_1530_next_song2,next song
8236,processed_1530_pause_music1,pause music
8237,processed_1530_pause_music2,pause music
8238,processed_1530_play_spotify1,play spotify
8239,processed_1530_play_spotify2,play spotify
8240,processed_1530_reduce_volume1,reduce volume
8241,processed_1530_reduce_volume2,reduce volume
8242,processed_1530_skip_song1,skip song
8243,processed_1530_skip_song2,skip song
8244,processed_1530_stop_music1,stop music
8245,processed_1530_stop_music2,stop music
8246,processed_1531_increase_volume1,increase volume
8247,processed_1531_increase_volume2,increase volume
8248,processed_1531_next_song1,next song
8249,processed_1531_next_song2,next song
8250,processed_1531_pause_music1,pause music
8251,processed_1531_pause_music2,pause music
8252,processed_1531_play_spotify1,play spotify
8253,processed_1531_play_spotify2,play spotify
8254,processed_1531_reduce_volume1,reduce volume
8255,processed_1531_reduce_volume2,reduce volume
8256,processed_1531_skip_song1,skip song
8257,processed_1531_skip_song2,skip song
8258,processed_1531_stop_music1,stop music
8259,processed_1531_stop_music2,stop music
8260,processed_1532_increase_volume1,increase volume
8261,processed_1532_increase_volume2,increase volume
8262,processed_1532_next_song1,next song
8263,processed_1532_next_song2,next song
8264,processed_1532_pause_music1,pause music
8265,processed_1532_pause_music2,pause music
8266,processed_1532_play_spotify1,play spotify
8267,processed_1532_play_spotify2,play spotify
8268,processed_1532_reduce_volume1,reduce volume
8269,processed_1532_reduce_volume2,reduce volume
8270,processed_1532_skip_song1,skip song
8271,processed_1532_skip_song2,skip song
8272,processed_1532_stop_music1,stop music
8273,processed_1532_stop_music2,stop music
8274,processed_1533_increase_volume1,increase volume
8275,processed_1533_increase_volume2,increase volume
8276,processed_1533_next_song1,next song
8277,processed_1533_next_song2,next song
8278,processed_1533_pause_music1,pause music
8279,processed_1533_pause_music2,pause music
8280,processed_1533_play_spotify1,play spotify
8281,processed_1533_play_spotify2,play spotify
8282,processed_1533_reduce_volume1,reduce volume
8283,processed_1533_reduce_volume2,reduce volume
8284,processed_1533_skip_song1,skip song
8285,processed_1533_skip_song2,skip song
8286,processed_1533_stop_music1,stop music
8287,processed_1533_stop_music2,stop music
8288,processed_1534_increase_volume1,increase volume
8289,processed_1534_increase_volume2,increase volume
8290,processed_1534_next_song1,next song
8291,processed_1534_next_song2,next song
8292,processed_1534_pause_music1,pause music
8293,processed_1534_pause_music2,pause music
8294,processed_1534_play_spotify1,play spotify
8295,processed_1534_play_spotify2,play spotify
8296,processed_1534_reduce_volume1,reduce volume
8297,processed_1534_reduce_volume2,reduce volume
8298,processed_1534_skip_song1,skip song
8299,processed_1534_skip_song2,skip song
8300,processed_1534_stop_music1,stop music
8301,processed_1534_stop_music2,stop music
8302,processed_1535_increase_volume1,increase volume
8303,processed_1535_increase_volume2,increase volume
8304,processed_1535_next_song1,next song
8305,processed_1535_next_song2,next song
8306,processed_1535_pause_music1,pause music
8307,processed_1535_pause_music2,pause music
8308,processed_1535_play_spotify1,play spotify
8309,processed_1535_play_spotify2,play spotify
8310,processed_1535_reduce_volume1,reduce volume
8311,processed_1535_reduce_volume2,reduce volume
8312,processed_1535_skip_song1,skip song
8313,processed_1535_skip_song2,skip song
8314,processed_1535_stop_music1,stop music
8315,processed_1535_stop_music2,stop music
8316,processed_1536_increase_volume1,increase volume
8317,processed_1536_increase_volume2,increase volume
8318,processed_1536_next_song1,next song
8319,processed_1536_next_song2,next song
8320,processed_1536_pause_music1,pause music
8321,processed_1536_pause_music2,pause music
8322,processed_1536_play_spotify1,play spotify
8323,processed_1536_play_spotify2,play spotify
8324,processed_1536_reduce_volume1,reduce volume
8325,processed_1536_reduce_volume2,reduce volume
8326,processed_1536_skip_song1,skip song
8327,processed_1536_skip_song2,skip song
8328,processed_1536_stop_music1,stop music
8329,processed_1536_stop_music2,stop music
8330,processed_1537_increase_volume1,increase volume
8331,processed_1537_increase_volume2,increase volume
8332,processed_1537_next_song1,next song
8333,processed_1537_next_song2,next song
8334,processed_1537_pause_music1,pause music
8335,processed_1537_pause_music2,pause music
8336,processed_1537_play_spotify1,play spotify
8337,processed_1537_play_spotify2,play spotify
8338,processed_1537_reduce_volume1,reduce volume
8339,processed_1537_reduce_volume2,reduce volume
8340,processed_1537_skip_song1,skip song
8341,processed_1537_skip_song2,skip song
8342,processed_1537_stop_music1,stop music
8343,processed_1537_stop_music2,stop music
8344,processed_1538_increase_volume1,increase volume
8345,processed_1538_increase_volume2,increase volume
8346,processed_1538_next_song1,next song
8347,processed_1538_next_song2,next song
8348,processed_1538_pause_music1,pause music
8349,processed_1538_pause_music2,pause music
8350,processed_1538_play_spotify1,play spotify
8351,processed_1538_play_spotify2,play spotify
8352,processed_1538_reduce_volume1,reduce volume
8353,processed_1538_reduce_volume2,reduce volume
8354,processed_1538_skip_song1,skip song
8355,processed_1538_skip_song2,skip song
8356,processed_1538_stop_music1,stop music
8357,processed_1538_stop_music2,stop music
8358,processed_1539_increase_volume1,increase volume
8359,processed_1539_increase_volume2,increase volume
8360,processed_1539_next_song1,next song
8361,processed_1539_next_song2,next song
8362,processed_1539_pause_music1,pause music
8363,processed_1539_pause_music2,pause music
8364,processed_1539_play_spotify1,play spotify
8365,processed_1539_play_spotify2,play spotify
8366,processed_1539_reduce_volume1,reduce volume
8367,processed_1539_reduce_volume2,reduce volume
8368,processed_1539_skip_song1,skip song
8369,processed_1539_skip_song2,skip song
8370,processed_1539_stop_music1,stop music
8371,processed_1539_stop_music2,stop music
8372,processed_153_increase_volume1,increase volume
8373,processed_153_increase_volume2,increase volume
8374,processed_153_next_song1,next song
8375,processed_153_next_song2,next song
8376,processed_153_pause_music1,pause music
8377,processed_153_pause_music2,pause music
8378,processed_153_play_spotify1,play spotify
8379,processed_153_play_spotify2,play spotify
8380,processed_153_reduce_volume1,reduce volume
8381,processed_153_reduce_volume2,reduce volume
8382,processed_153_skip_song1,skip song
8383,processed_153_skip_song2,skip song
8384,processed_153_stop_music1,stop music
8385,processed_153_stop_music2,stop music
8386,processed_1540_increase_volume1,increase volume
8387,processed_1540_increase_volume2,increase volume
8388,processed_1540_next_song1,next song
8389,processed_1540_next_song2,next song
8390,processed_1540_pause_music1,pause music
8391,processed_1540_pause_music2,pause music
8392,processed_1540_play_spotify1,play spotify
8393,processed_1540_play_spotify2,play spotify
8394,processed_1540_reduce_volume1,reduce volume
8395,processed_1540_reduce_volume2,reduce volume
8396,processed_1540_skip_song1,skip song
8397,processed_1540_skip_song2,skip song
8398,processed_1540_stop_music1,stop music
8399,processed_1540_stop_music2,stop music
8400,processed_1541_increase_volume1,increase volume
8401,processed_1541_increase_volume2,increase volume
8402,processed_1541_next_song1,next song
8403,processed_1541_next_song2,next song
8404,processed_1541_pause_music1,pause music
8405,processed_1541_pause_music2,pause music
8406,processed_1541_play_spotify1,play spotify
8407,processed_1541_play_spotify2,play spotify
8408,processed_1541_reduce_volume1,reduce volume
8409,processed_1541_reduce_volume2,reduce volume
8410,processed_1541_skip_song1,skip song
8411,processed_1541_skip_song2,skip song
8412,processed_1541_stop_music1,stop music
8413,processed_1541_stop_music2,stop music
8414,processed_1542_increase_volume1,increase volume
8415,processed_1542_increase_volume2,increase volume
8416,processed_1542_next_song1,next song
8417,processed_1542_next_song2,next song
8418,processed_1542_pause_music1,pause music
8419,processed_1542_pause_music2,pause music
8420,processed_1542_play_spotify1,play spotify
8421,processed_1542_play_spotify2,play spotify
8422,processed_1542_reduce_volume1,reduce volume
8423,processed_1542_reduce_volume2,reduce volume
8424,processed_1542_skip_song1,skip song
8425,processed_1542_skip_song2,skip song
8426,processed_1542_stop_music1,stop music
8427,processed_1542_stop_music2,stop music
8428,processed_1543_increase_volume1,increase volume
8429,processed_1543_increase_volume2,increase volume
8430,processed_1543_next_song1,next song
8431,processed_1543_next_song2,next song
8432,processed_1543_pause_music1,pause music
8433,processed_1543_pause_music2,pause music
8434,processed_1543_play_spotify1,play spotify
8435,processed_1543_play_spotify2,play spotify
8436,processed_1543_reduce_volume1,reduce volume
8437,processed_1543_reduce_volume2,reduce volume
8438,processed_1543_skip_song1,skip song
8439,processed_1543_skip_song2,skip song
8440,processed_1543_stop_music1,stop music
8441,processed_1543_stop_music2,stop music
8442,processed_1544_increase_volume1,increase volume
8443,processed_1544_increase_volume2,increase volume
8444,processed_1544_next_song1,next song
8445,processed_1544_next_song2,next song
8446,processed_1544_pause_music1,pause music
8447,processed_1544_pause_music2,pause music
8448,processed_1544_play_spotify1,play spotify
8449,processed_1544_play_spotify2,play spotify
8450,processed_1544_reduce_volume1,reduce volume
8451,processed_1544_reduce_volume2,reduce volume
8452,processed_1544_skip_song1,skip song
8453,processed_1544_skip_song2,skip song
8454,processed_1544_stop_music1,stop music
8455,processed_1544_stop_music2,stop music
8456,processed_1545_increase_volume1,increase volume
8457,processed_1545_increase_volume2,increase volume
8458,processed_1545_next_song1,next song
8459,processed_1545_next_song2,next song
8460,processed_1545_pause_music1,pause music
8461,processed_1545_pause_music2,pause music
8462,processed_1545_play_spotify1,play spotify
8463,processed_1545_play_spotify2,play spotify
8464,processed_1545_reduce_volume1,reduce volume
8465,processed_1545_reduce_volume2,reduce volume
8466,processed_1545_skip_song1,skip song
8467,processed_1545_skip_song2,skip song
8468,processed_1545_stop_music1,stop music
8469,processed_1545_stop_music2,stop music
8470,processed_1546_increase_volume1,increase volume
8471,processed_1546_increase_volume2,increase volume
8472,processed_1546_next_song1,next song
8473,processed_1546_next_song2,next song
8474,processed_1546_pause_music1,pause music
8475,processed_1546_pause_music2,pause music
8476,processed_1546_play_spotify1,play spotify
8477,processed_1546_play_spotify2,play spotify
8478,processed_1546_reduce_volume1,reduce volume
8479,processed_1546_reduce_volume2,reduce volume
8480,processed_1546_skip_song1,skip song
8481,processed_1546_skip_song2,skip song
8482,processed_1546_stop_music1,stop music
8483,processed_1546_stop_music2,stop music
8484,processed_1547_increase_volume1,increase volume
8485,processed_1547_increase_volume2,increase volume
8486,processed_1547_next_song1,next song
8487,processed_1547_next_song2,next song
8488,processed_1547_pause_music1,pause music
8489,processed_1547_pause_music2,pause music
8490,processed_1547_play_spotify1,play spotify
8491,processed_1547_play_spotify2,play spotify
8492,processed_1547_reduce_volume1,reduce volume
8493,processed_1547_reduce_volume2,reduce volume
8494,processed_1547_skip_song1,skip song
8495,processed_1547_skip_song2,skip song
8496,processed_1547_stop_music1,stop music
8497,processed_1547_stop_music2,stop music
8498,processed_1548_increase_volume1,increase volume
8499,processed_1548_increase_volume2,increase volume
8500,processed_1548_next_song1,next song
8501,processed_1548_next_song2,next song
8502,processed_1548_pause_music1,pause music
8503,processed_1548_pause_music2,pause music
8504,processed_1548_play_spotify1,play spotify
8505,processed_1548_play_spotify2,play spotify
8506,processed_1548_reduce_volume1,reduce volume
8507,processed_1548_reduce_volume2,reduce volume
8508,processed_1548_skip_song1,skip song
8509,processed_1548_skip_song2,skip song
8510,processed_1548_stop_music1,stop music
8511,processed_1548_stop_music2,stop music
8512,processed_1549_increase_volume1,increase volume
8513,processed_1549_increase_volume2,increase volume
8514,processed_1549_next_song1,next song
8515,processed_1549_next_song2,next song
8516,processed_1549_pause_music1,pause music
8517,processed_1549_pause_music2,pause music
8518,processed_1549_play_spotify1,play spotify
8519,processed_1549_play_spotify2,play spotify
8520,processed_1549_reduce_volume1,reduce volume
